transaction_id,customer_id,date,amount,product_category,campaign_id
647,10,2024-08-02,18.12,Electronics,17
648,430,2024-03-28,176.2,Fitness,8
649,394,2024-07-23,155.21,Home,19
650,388,2024-08-18,190.06,Fitness,10
651,36,2024-03-12,271.87,Fashion,4
652,137,2024-10-14,277.08,Home,
653,148,2024-11-26,290.96,Beauty,17
654,25,2024-08-09,297.48,Home,11
655,253,2024-10-29,150.02,Fitness,4
656,467,2024-05-29,177.03,Home,8
657,61,2024-09-17,42.9,Home,6
658,470,2024-06-21,166.28,Fitness,8
659,151,2024-05-17,132.95,Fashion,10
660,431,2024-06-05,34.29,Beauty,2
661,476,2024-07-31,295.58,Home,15
662,278,2024-04-24,141.32,Fitness,15
663,463,2024-09-24,106.11,Fashion,3
664,3,2024-08-29,65.04,Fitness,15
665,458,2024-03-22,232.02,Electronics,2
666,290,2024-08-18,280.8,Fitness,16
667,162,2024-09-04,264.99,Home,5
668,212,2024-05-10,230.03,Fashion,2
669,458,2024-07-11,98.73,Fashion,10
670,375,2024-07-07,88.4,Fitness,16
671,135,2024-06-26,138.31,Fashion,13
672,57,2024-06-27,131.51,Home,7
673,91,2024-02-05,290.48,Electronics,13
674,474,2024-01-24,293.26,Fitness,19
675,137,2024-06-21,182.52,Beauty,1
676,117,2024-11-14,95.22,Fashion,10
677,376,2024-12-18,160.55,Fashion,12
678,210,2024-11-20,46.62,Electronics,8
679,317,2024-12-04,145.63,Electronics,12
680,186,2024-05-11,235.71,Electronics,8
681,270,2024-09-04,295.79,Home,5
682,105,2024-10-25,233.97,Home,6
683,158,2024-01-17,85.53,Electronics,18
684,48,2024-07-02,41.1,Fashion,14
685,417,2024-01-27,91.23,Home,10
686,475,2024-04-04,87.43,Home,19
687,436,2024-08-04,79.23,Home,20
688,398,2024-01-22,263.38,Electronics,8
689,248,2024-08-17,111.81,Home,15
690,450,2024-04-28,158.31,Fashion,7
691,49,2024-05-18,58.78,Fitness,7
692,386,2024-04-03,224.26,Fashion,18
693,114,2024-03-22,52.75,Electronics,9
694,456,2024-12-14,75.94,Electronics,3
695,396,2024-10-30,61.34,Fashion,2
696,338,2024-05-25,50.53,Fashion,7
697,381,2024-07-28,139.32,Fashion,15
698,294,2024-08-14,106.17,Fitness,13
699,289,2024-09-19,252.9,Electronics,17
700,333,2024-01-19,205.61,Beauty,8
701,483,2024-04-12,195.93,Electronics,2
702,479,2024-04-25,187.01,Fitness,
703,14,2024-05-08,246.05,Home,15
704,155,2024-01-05,283.84,Electronics,3
705,205,2024-12-01,34.51,Home,8
706,408,2024-01-18,93.9,Electronics,1
707,459,2024-06-30,145.29,Electronics,7
708,116,2024-08-20,103.1,Home,4
709,194,2024-09-29,144.13,Fitness,16
710,467,2024-01-20,211.42,Fashion,
711,249,2024-02-02,14.39,Home,
712,416,2024-02-28,253.86,Home,16
713,458,2024-06-22,113.87,Fitness,14
714,140,2024-09-08,82.49,Fashion,17
715,49,2024-01-15,243.88,Home,11
716,140,2024-04-02,162.07,Fitness,18
717,98,2024-10-03,174.07,Home,12
718,24,2024-04-22,165.94,Electronics,4
719,468,2024-03-27,183.93,Electronics,
720,347,2024-06-22,246.5,Electronics,20
721,1,2024-02-12,170.32,Beauty,13
722,175,2024-04-07,77.31,Home,20
723,37,2024-04-26,296.08,Electronics,17
724,103,2024-05-10,58.94,Electronics,12
725,290,2024-02-01,181.97,Home,8
726,155,2024-03-31,121.6,Beauty,8
727,223,2024-01-28,165.04,Fashion,16
728,439,2024-08-26,195.18,Fashion,
729,481,2024-09-07,112.04,Home,1
730,50,2024-08-23,103.68,Electronics,18
731,262,2024-08-20,289.32,Home,4
732,284,2024-03-27,52.65,Home,16
733,258,2024-03-24,140.95,Electronics,9
734,122,2024-11-14,226.7,Fashion,9
735,475,2024-05-12,48.86,Electronics,9
736,212,2024-12-05,27.31,Fashion,7
737,405,2024-02-04,185.35,Fitness,16
738,267,2024-05-26,210.67,Home,19
739,79,2024-09-19,275.97,Fashion,16
740,73,2024-11-06,280.06,Electronics,11
741,189,2024-08-18,47.98,Electronics,18
742,396,2024-03-24,199.2,Fashion,12
743,266,2024-08-19,91.38,Electronics,
744,308,2024-04-15,230.66,Beauty,8
745,319,2024-05-10,80.88,Fitness,3
746,102,2024-11-06,136.69,Beauty,16
747,293,2024-07-04,287.29,Electronics,11
748,146,2024-04-04,53.25,Home,12
749,278,2024-01-15,282.37,Home,18
750,174,2024-11-08,186.84,Home,5
751,313,2024-02-29,92.28,Electronics,1
752,44,2024-07-22,289.37,Fashion,6
753,343,2024-04-27,49.79,Fashion,
754,123,2024-10-16,279.57,Home,2
755,118,2024-07-15,166.63,Fitness,10
756,495,2024-07-10,216.53,Fitness,15
757,77,2024-08-04,211.03,Electronics,6
758,31,2024-02-18,57.35,Electronics,3
759,227,2024-12-06,259.91,Beauty,4
760,55,2024-12-21,286.07,Beauty,1
761,147,2024-09-12,195.74,Fitness,12
762,36,2024-11-26,144.53,Electronics,8
763,71,2024-01-23,71.32,Home,13
764,423,2024-11-09,173.47,Electronics,12
765,431,2024-07-30,116.09,Electronics,9
766,391,2024-02-02,21.72,Fitness,10
767,228,2024-07-21,55.94,Electronics,13
768,486,2024-11-29,180.29,Fashion,18
769,74,2024-08-26,175.85,Fitness,12
770,162,2024-06-16,62.84,Fashion,2
771,366,2024-09-22,183.53,Home,5
772,325,2024-12-26,266.35,Fitness,17
773,33,2024-11-02,153.95,Electronics,5
774,43,2024-06-03,87.64,Home,8
775,152,2024-02-25,46.81,Electronics,13
776,124,2024-07-22,232.63,Fashion,14
777,379,2024-08-23,285.28,Beauty,11
778,47,2024-08-06,30.78,Fashion,6
779,465,2024-03-31,111.29,Beauty,13
780,318,2024-06-30,57.31,Fitness,17
781,337,2024-05-31,155.8,Home,
782,61,2024-05-22,36.93,Home,18
783,123,2024-12-14,273.38,Home,3
784,5,2024-08-23,40.89,Electronics,17
785,46,2024-11-09,237.97,Electronics,7
786,357,2024-03-24,119.41,Fashion,10
787,154,2024-03-28,299.2,Beauty,13
788,288,2024-10-29,261.96,Electronics,12
789,431,2024-08-01,171.13,Beauty,13
790,364,2024-04-05,54.54,Electronics,14
791,95,2024-09-18,62.61,Home,11
792,388,2024-01-24,152.96,Fitness,12
793,402,2024-12-27,250.88,Beauty,10
794,341,2024-02-17,212.29,Fitness,5
795,9,2024-11-28,51.15,Electronics,4
796,329,2024-09-29,195.56,Fitness,17
797,206,2024-03-30,103.66,Home,10
798,414,2024-12-04,100.49,Home,20
799,222,2024-08-27,129.43,Electronics,14
800,99,2024-09-22,289.05,Electronics,4
801,55,2024-05-15,87.35,Electronics,8
802,465,2024-04-12,126.51,Electronics,9
803,280,2024-06-22,286.14,Electronics,13
804,26,2024-11-21,270.51,Fashion,12
805,116,2024-03-07,90.38,Home,4
806,336,2024-09-04,72.82,Fitness,
807,404,2024-05-07,100.55,Beauty,11
808,77,2024-07-17,92.88,Home,18
809,159,2024-09-02,249.87,Beauty,7
810,466,2024-11-04,294.01,Electronics,
811,203,2024-02-15,197.32,Beauty,4
812,228,2024-11-07,164.38,Home,5
813,466,2024-09-24,69.27,Electronics,9
814,193,2024-09-09,116.98,Fashion,10
815,58,2024-05-25,240.65,Beauty,11
816,145,2024-06-04,13.87,Fashion,8
817,23,2024-08-02,118.69,Fashion,3
818,349,2024-02-02,137.46,Beauty,3
819,165,2024-09-03,13.94,Fashion,10
820,450,2024-07-18,148.08,Electronics,11
821,328,2024-10-15,98.63,Fitness,4
822,200,2024-11-15,95.8,Fashion,16
823,112,2024-08-02,135.85,Fashion,
824,321,2024-01-08,153.1,Electronics,12
825,351,2024-05-02,112.46,Fashion,19
826,423,2024-08-17,171.13,Electronics,4
827,238,2024-05-25,80.46,Fashion,14
828,366,2024-10-01,277.56,Electronics,12
829,320,2024-07-07,214.82,Beauty,15
830,329,2024-06-19,212.63,Home,3
831,335,2024-03-27,269.63,Fashion,18
832,234,2024-05-04,17.46,Fashion,13
833,496,2024-11-12,108.15,Home,1
834,226,2024-03-09,220.49,Home,14
835,213,2024-10-01,67.65,Electronics,12
836,46,2024-10-13,247.13,Electronics,5
837,419,2024-07-07,145.49,Beauty,2
838,382,2024-05-01,202.59,Fitness,9
839,97,2024-07-10,290.95,Fashion,3
840,188,2024-08-11,108.53,Beauty,3
841,209,2024-06-02,168.35,Fitness,2
842,441,2024-03-13,264.05,Electronics,7
843,322,2024-04-22,92.38,Home,14
844,285,2024-01-31,24.2,Home,20
845,302,2024-07-15,283.41,Fashion,11
846,101,2024-11-29,100.78,Electronics,12
847,82,2024-07-11,138.82,Fashion,8
848,383,2024-12-07,27.96,Beauty,4
849,455,2024-12-26,43.93,Fashion,3
850,269,2024-10-10,88.0,Beauty,17
851,275,2024-10-07,206.67,Fashion,1
852,15,2024-09-04,96.77,Beauty,14
853,477,2024-12-25,55.31,Home,6
854,364,2024-10-25,183.41,Fashion,
855,130,2024-01-09,190.27,Electronics,9
856,99,2024-05-26,268.07,Home,9
857,458,2024-08-14,269.58,Electronics,2
858,416,2024-09-29,105.67,Electronics,17
859,75,2024-04-19,284.66,Electronics,18
860,466,2024-05-14,70.14,Home,1
861,395,2024-07-10,41.06,Electronics,12
862,126,2024-02-10,102.61,Electronics,13
863,270,2024-12-18,76.89,Electronics,16
864,343,2024-11-12,37.61,Fashion,19
865,430,2024-12-29,147.36,Home,7
866,486,2024-02-17,140.02,Electronics,5
867,416,2024-11-06,235.44,Electronics,8
868,142,2024-06-02,167.05,Home,18
869,217,2024-09-28,187.52,Electronics,11
870,108,2024-11-29,217.03,Fashion,17
871,349,2024-05-29,55.67,Fashion,16
872,471,2024-01-21,214.01,Home,11
873,435,2024-04-29,204.66,Beauty,14
874,482,2024-09-27,20.19,Fitness,10
875,95,2024-07-23,251.55,Fashion,13
876,296,2024-05-16,260.88,Fitness,
877,450,2024-04-27,25.6,Fitness,5
878,364,2024-08-15,262.89,Home,7
879,132,2024-02-11,117.79,Home,18
880,213,2024-01-23,46.34,Electronics,13
881,401,2024-09-10,178.34,Home,11
882,166,2024-10-14,297.9,Fashion,
883,364,2024-09-11,159.34,Home,8
884,23,2024-08-14,149.43,Beauty,17
885,419,2024-01-31,154.32,Fitness,9
886,339,2024-11-23,182.71,Electronics,13
887,320,2024-03-16,242.18,Beauty,10
888,496,2024-10-05,84.42,Beauty,3
889,355,2024-09-12,192.9,Fashion,9
890,278,2024-07-25,158.16,Home,4
891,6,2024-06-21,100.56,Home,19
892,447,2024-04-16,128.23,Fashion,17
893,7,2024-07-21,141.94,Beauty,8
894,407,2024-10-18,63.69,Home,12
895,459,2024-04-07,240.29,Home,14
896,313,2024-12-10,47.38,Beauty,15
897,147,2024-02-12,217.03,Fitness,20
898,359,2024-02-15,107.18,Beauty,1
899,23,2024-05-18,31.29,Electronics,5
900,447,2024-02-24,22.43,Beauty,18
901,151,2024-07-28,30.4,Beauty,1
902,16,2024-02-03,222.22,Fashion,16
903,447,2024-10-30,206.36,Fashion,10
904,24,2024-04-12,111.39,Beauty,19
905,253,2024-06-04,31.83,Beauty,8
906,6,2024-06-11,168.89,Electronics,11
907,436,2024-08-17,17.85,Home,11
908,32,2024-02-16,218.79,Home,16
909,206,2024-10-13,230.39,Beauty,3
910,19,2024-05-08,284.87,Beauty,9
911,190,2024-01-03,202.76,Fashion,19
912,278,2024-06-02,24.56,Beauty,3
913,338,2024-02-13,29.88,Fashion,5
914,12,2024-06-10,110.63,Fitness,4
915,259,2024-01-10,222.63,Electronics,12
916,12,2024-07-06,144.55,Fitness,13
917,362,2024-07-18,147.39,Beauty,3
918,288,2024-10-15,70.68,Fitness,15
919,85,2024-09-05,291.12,Fashion,18
920,67,2024-02-29,58.8,Beauty,1
921,396,2024-11-02,132.12,Beauty,6
922,207,2024-08-08,208.82,Fashion,10
923,495,2024-10-25,200.75,Fitness,9
924,460,2024-12-16,224.79,Fashion,4
925,171,2024-05-05,119.1,Electronics,15
926,83,2024-12-11,99.57,Home,6
927,138,2024-07-25,115.3,Electronics,12
928,86,2024-10-01,177.42,Fitness,16
929,192,2024-08-28,85.16,Fitness,15
930,317,2024-10-11,267.94,Fitness,7
931,476,2024-10-18,118.72,Beauty,3
932,25,2024-11-14,208.25,Home,4
933,164,2024-02-22,152.05,Fitness,6
934,224,2024-04-30,131.22,Home,
935,499,2024-07-12,172.77,Electronics,3
936,182,2024-07-25,31.16,Home,12
937,256,2024-04-10,186.25,Fitness,2
938,46,2024-04-01,104.1,Beauty,4
939,239,2024-11-23,89.24,Fitness,
940,466,2024-08-21,134.37,Fitness,7
941,346,2024-06-25,161.23,Fashion,17
942,80,2024-08-07,182.49,Home,15
943,330,2024-09-25,59.11,Fashion,
944,243,2024-04-15,63.73,Home,15
945,304,2024-05-04,282.36,Home,18
946,190,2024-11-02,139.89,Beauty,12
947,316,2024-04-21,263.95,Fitness,13
948,347,2024-04-28,287.39,Electronics,13
949,370,2024-03-02,147.47,Fitness,1
950,70,2024-03-31,60.3,Home,15
951,358,2024-08-25,239.37,Home,19
952,213,2024-05-03,78.8,Fashion,10
953,266,2024-03-04,233.81,Fitness,8
954,308,2024-06-07,243.41,Electronics,20
955,75,2024-10-11,119.88,Home,20
956,59,2024-07-20,126.14,Fitness,
957,28,2024-02-15,178.27,Beauty,20
958,443,2024-01-15,260.48,Home,13
959,80,2024-04-16,152.83,Beauty,1
960,109,2024-10-10,181.26,Fitness,18
961,256,2024-10-29,192.36,Beauty,9
962,409,2024-10-27,255.37,Fitness,3
963,283,2024-04-21,98.11,Fashion,7
964,351,2024-05-10,29.12,Electronics,2
965,18,2024-05-16,155.51,Beauty,11
966,29,2024-01-29,77.42,Electronics,8
967,344,2024-03-16,246.15,Fitness,18
968,370,2024-02-29,45.1,Beauty,14
969,151,2024-07-14,183.61,Fashion,9
970,474,2024-02-07,154.3,Home,9
971,222,2024-10-22,178.4,Beauty,3
972,7,2024-04-11,265.77,Fitness,15
973,261,2024-05-01,183.86,Fitness,17
974,168,2024-10-21,258.76,Electronics,19
975,128,2024-09-06,177.29,Electronics,19
976,424,2024-01-08,184.07,Home,14
977,199,2024-12-03,103.95,Beauty,2
978,358,2024-12-08,102.95,Fitness,8
979,216,2024-02-17,147.78,Fashion,6
980,268,2024-03-11,134.37,Home,5
981,172,2024-05-28,177.81,Beauty,18
982,185,2024-08-28,61.4,Beauty,2
983,190,2024-09-30,169.85,Fitness,2
984,116,2024-06-26,29.59,Fashion,19
985,478,2024-08-27,148.94,Home,9
986,26,2024-06-10,238.91,Electronics,6
987,429,2024-04-19,104.19,Home,14
988,200,2024-05-14,199.33,Fitness,20
989,202,2024-04-16,50.05,Electronics,14
990,310,2024-03-23,12.94,Electronics,15
991,315,2024-02-17,117.39,Beauty,7
992,204,2024-04-16,75.61,Beauty,6
993,435,2024-03-22,31.44,Beauty,20
994,1,2024-06-07,141.97,Home,3
995,258,2024-10-18,69.58,Beauty,5
996,201,2024-08-14,209.43,Home,13
997,146,2024-04-12,252.16,Fitness,1
998,455,2024-11-14,147.3,Home,4
999,218,2024-12-29,209.07,Home,11
1000,186,2024-11-25,208.98,Fashion,11
1001,460,2024-09-05,122.1,Fashion,7
1002,317,2024-03-21,234.53,Electronics,12
1003,478,2024-05-09,151.58,Electronics,5
1004,206,2024-10-08,183.0,Home,18
1005,447,2024-03-03,241.81,Home,8
1006,478,2024-02-23,118.21,Electronics,4
1007,84,2024-02-21,72.14,Fitness,6
1008,19,2024-09-11,101.59,Beauty,18
1009,439,2024-09-08,237.93,Fashion,3
1010,439,2024-08-18,71.09,Home,10
1011,128,2024-04-05,143.18,Electronics,2
1012,327,2024-06-02,134.3,Beauty,8
1013,359,2024-02-05,203.75,Electronics,18
1014,348,2024-12-02,33.48,Beauty,13
1015,424,2024-01-05,276.78,Beauty,3
1016,54,2024-05-09,31.07,Home,
1017,11,2024-07-06,237.22,Electronics,14
1018,271,2024-04-07,125.61,Home,3
1019,246,2024-08-05,262.27,Fashion,11
1020,372,2024-08-30,172.76,Fitness,
1021,399,2024-02-13,117.22,Beauty,15
1022,294,2024-09-28,278.3,Beauty,3
1023,68,2024-08-20,199.57,Home,1
1024,491,2024-03-29,107.85,Fashion,18
1025,85,2024-03-29,11.75,Home,10
1026,375,2024-10-16,32.95,Fashion,6
1027,141,2024-02-04,179.39,Fashion,16
1028,325,2024-04-29,25.27,Fashion,11
1029,494,2024-10-06,144.73,Fashion,9
1030,447,2024-06-28,299.94,Electronics,
1031,316,2024-02-26,276.61,Fitness,8
1032,16,2024-03-08,168.39,Electronics,2
1033,401,2024-11-27,250.52,Beauty,18
1034,497,2024-05-14,48.69,Home,20
1035,98,2024-04-16,88.1,Home,13
1036,20,2024-08-08,173.57,Home,2
1037,348,2024-03-30,222.85,Electronics,8
1038,421,2024-11-11,101.33,Electronics,11
1039,482,2024-05-04,100.04,Electronics,7
1040,450,2024-04-06,130.89,Fitness,13
1041,181,2024-02-23,47.45,Beauty,4
1042,377,2024-12-15,58.39,Beauty,13
1043,172,2024-05-25,268.98,Home,6
1044,435,2024-01-30,19.7,Electronics,
1045,340,2024-12-17,93.86,Home,9
1046,485,2024-05-05,284.79,Electronics,7
1047,358,2024-12-14,131.56,Electronics,18
1048,193,2024-08-11,226.94,Electronics,7
1049,116,2024-12-18,13.15,Beauty,
1050,389,2024-01-03,89.47,Fitness,6
1051,262,2024-04-21,36.06,Fashion,9
1052,449,2024-05-15,164.46,Fashion,18
1053,115,2024-01-27,208.4,Home,4
1054,408,2024-09-01,268.74,Fashion,7
1055,462,2024-03-28,35.57,Home,14
1056,146,2024-01-22,288.19,Fitness,3
1057,328,2024-06-09,71.77,Fitness,1
1058,267,2024-11-21,32.05,Home,6
1059,142,2024-11-30,63.36,Beauty,3
1060,98,2024-07-16,211.03,Beauty,14
1061,382,2024-06-19,239.28,Electronics,3
1062,405,2024-02-29,108.43,Beauty,
1063,181,2024-07-08,37.47,Fitness,20
1064,437,2024-11-18,233.93,Beauty,8
1065,176,2024-03-02,277.52,Fashion,19
1066,140,2024-11-07,281.33,Fashion,19
1067,444,2024-05-01,251.86,Beauty,19
1068,134,2024-08-19,255.55,Beauty,8
1069,121,2024-06-04,100.39,Fitness,4
1070,384,2024-10-17,82.93,Beauty,18
1071,290,2024-11-08,19.42,Beauty,15
1072,44,2024-09-20,38.08,Electronics,10
1073,330,2024-04-24,27.47,Fashion,
1074,398,2024-01-03,127.53,Home,13
1075,312,2024-11-03,160.67,Fitness,10
1076,242,2024-03-06,220.67,Home,3
1077,94,2024-10-09,86.28,Beauty,14
1078,2,2024-09-21,15.59,Electronics,4
1079,274,2024-07-01,153.27,Electronics,17
1080,89,2024-05-20,281.7,Electronics,19
1081,252,2024-04-15,295.93,Beauty,11
1082,495,2024-11-22,170.23,Home,7
1083,430,2024-05-04,190.09,Fashion,16
1084,54,2024-09-30,116.06,Home,19
1085,266,2024-12-27,58.85,Fashion,1
1086,64,2024-07-29,98.72,Fitness,18
1087,382,2024-06-20,276.7,Home,16
1088,215,2024-11-25,10.76,Home,8
1089,396,2024-01-18,143.47,Electronics,9
1090,385,2024-06-01,176.72,Beauty,16
1091,218,2024-08-17,213.93,Home,5
1092,94,2024-03-13,235.32,Fitness,
1093,96,2024-06-06,292.52,Home,19
1094,387,2024-07-10,149.22,Fitness,13
1095,369,2024-05-16,223.86,Home,14
1096,433,2024-06-04,157.4,Fitness,17
1097,322,2024-01-22,156.04,Fashion,20
1098,352,2024-02-21,43.81,Home,17
1099,344,2024-04-30,146.14,Fashion,7
1100,37,2024-10-04,38.79,Fitness,7
1101,3,2024-04-24,32.06,Home,2
1102,393,2024-03-22,109.87,Beauty,16
1103,77,2024-02-16,260.14,Fashion,12
1104,58,2024-10-20,83.68,Fashion,7
1105,454,2024-11-27,290.75,Beauty,13
1106,86,2024-05-15,244.29,Electronics,5
1107,17,2024-09-04,245.3,Beauty,19
1108,38,2024-05-01,120.09,Fitness,6
1109,324,2024-09-16,294.69,Beauty,8
1110,188,2024-03-23,289.3,Beauty,15
1111,20,2024-08-02,121.16,Fitness,14
1112,465,2024-09-03,149.48,Home,3
1113,450,2024-10-23,49.59,Home,7
1114,383,2024-08-09,166.2,Fashion,14
1115,289,2024-08-14,35.47,Fitness,8
1116,85,2024-12-25,122.3,Home,5
1117,423,2024-10-06,279.07,Electronics,10
1118,269,2024-12-14,150.73,Home,17
1119,208,2024-08-25,273.49,Fitness,17
1120,283,2024-07-02,212.98,Electronics,6
1121,486,2024-10-02,114.42,Fashion,9
1122,485,2024-08-27,183.97,Electronics,5
1123,320,2024-06-01,244.19,Beauty,19
1124,319,2024-05-25,104.81,Home,18
1125,24,2024-10-12,170.5,Fitness,7
1126,108,2024-06-01,199.91,Fashion,2
1127,15,2024-01-28,224.99,Beauty,
1128,444,2024-11-13,228.95,Beauty,5
1129,151,2024-04-27,16.25,Beauty,20
1130,232,2024-12-15,286.3,Beauty,5
1131,263,2024-05-15,177.78,Electronics,18
1132,237,2024-06-14,285.93,Electronics,11
1133,314,2024-05-01,165.13,Home,8
1134,6,2024-02-14,265.84,Beauty,12
1135,497,2024-02-02,177.53,Home,14
1136,47,2024-01-01,166.99,Home,3
1137,1,2024-11-02,282.56,Fitness,7
1138,102,2024-03-20,218.39,Home,20
1139,409,2024-06-20,68.27,Fashion,7
1140,77,2024-10-16,145.8,Beauty,14
1141,65,2024-08-18,193.56,Beauty,4
1142,93,2024-07-28,22.96,Home,12
1143,278,2024-07-23,122.34,Electronics,14
1144,443,2024-02-22,254.14,Electronics,4
1145,223,2024-12-21,244.51,Electronics,3
1146,397,2024-04-19,198.24,Electronics,16
1147,279,2024-01-02,160.73,Home,9
1148,379,2024-08-27,179.82,Electronics,4
1149,165,2024-09-27,262.82,Beauty,17
1150,353,2024-02-08,197.03,Home,5
1151,461,2024-06-16,260.32,Electronics,4
1152,377,2024-04-21,60.32,Home,11
1153,293,2024-02-18,269.54,Fitness,3
1154,176,2024-08-11,216.3,Electronics,
1155,322,2024-12-25,76.07,Fitness,15
1156,105,2024-06-11,181.99,Fitness,3
1157,265,2024-03-24,158.49,Electronics,7
1158,436,2024-01-21,81.37,Fashion,16
1159,1,2024-06-24,296.89,Beauty,8
1160,62,2024-06-01,29.93,Home,10
1161,480,2024-06-29,239.13,Home,14
1162,42,2024-04-18,133.16,Fashion,17
1163,113,2024-11-02,75.77,Fitness,20
1164,99,2024-02-17,280.26,Fashion,17
1165,121,2024-09-15,89.21,Beauty,10
1166,34,2024-02-03,260.59,Fashion,9
1167,482,2024-10-25,156.44,Fashion,20
1168,2,2024-10-07,116.78,Fashion,8
1169,343,2024-05-06,81.8,Beauty,18
1170,83,2024-05-16,28.86,Home,15
1171,116,2024-09-27,168.85,Home,7
1172,297,2024-05-13,228.89,Electronics,19
1173,106,2024-08-05,253.16,Home,4
1174,398,2024-05-23,113.48,Home,7
1175,247,2024-12-08,241.71,Fashion,11
1176,200,2024-10-21,144.77,Fitness,15
1177,90,2024-04-22,38.21,Fitness,12
1178,297,2024-01-10,273.87,Electronics,4
1179,80,2024-06-29,202.7,Fashion,18
1180,395,2024-10-26,41.53,Electronics,
1181,449,2024-07-12,102.9,Fashion,6
1182,362,2024-04-12,35.6,Home,2
1183,303,2024-06-29,261.77,Electronics,4
1184,416,2024-07-16,124.46,Electronics,18
1185,309,2024-11-13,265.86,Electronics,20
1186,416,2024-02-22,23.34,Electronics,15
1187,158,2024-05-26,49.09,Electronics,13
1188,201,2024-09-20,191.38,Beauty,2
1189,480,2024-01-10,249.65,Home,6
1190,478,2024-03-15,299.57,Fashion,9
1191,337,2024-07-06,96.84,Fitness,12
1192,447,2024-03-11,260.42,Home,15
1193,21,2024-08-26,75.97,Home,19
1194,424,2024-05-23,166.03,Fashion,10
1195,147,2024-01-17,38.88,Fitness,16
1196,394,2024-10-08,216.36,Fashion,20
1197,127,2024-05-09,138.35,Home,
1198,269,2024-12-26,68.31,Fashion,2
1199,159,2024-01-26,112.9,Beauty,2
1200,273,2024-01-20,35.89,Electronics,13
1201,458,2024-02-23,143.74,Beauty,4
1202,408,2024-07-31,133.15,Beauty,17
1203,173,2024-06-06,91.6,Electronics,8
1204,225,2024-09-14,127.48,Beauty,15
1205,187,2024-09-12,39.71,Home,8
1206,419,2024-01-10,17.73,Electronics,6
1207,267,2024-01-17,168.31,Home,7
1208,148,2024-07-20,286.94,Beauty,9
1209,94,2024-03-07,268.22,Fashion,3
1210,283,2024-07-06,28.4,Home,19
1211,206,2024-06-09,31.39,Home,6
1212,210,2024-05-13,120.74,Fitness,13
1213,425,2024-07-05,84.62,Fitness,19
1214,462,2024-12-09,109.42,Home,16
1215,382,2024-03-23,170.29,Electronics,
1216,436,2024-07-14,83.46,Fitness,7
1217,417,2024-05-07,208.85,Electronics,1
1218,301,2024-08-25,212.59,Fashion,10
1219,360,2024-02-23,134.74,Beauty,11
1220,395,2024-08-13,130.35,Fashion,19
1221,120,2024-09-19,229.52,Electronics,4
1222,199,2024-06-26,218.68,Fitness,9
1223,52,2024-11-26,115.14,Fitness,4
1224,169,2024-12-14,76.33,Home,10
1225,308,2024-07-20,149.26,Electronics,3
1226,177,2024-08-25,231.14,Home,12
1227,43,2024-08-29,43.48,Fitness,14
1228,155,2024-12-06,39.95,Fitness,8
1229,493,2024-05-07,91.61,Electronics,14
1230,497,2024-06-25,118.76,Electronics,12
1231,31,2024-10-13,14.18,Fashion,17
1232,51,2024-03-23,64.85,Beauty,16
1233,324,2024-09-23,264.08,Beauty,17
1234,1,2024-09-08,161.68,Electronics,6
1235,491,2024-10-30,160.41,Home,12
1236,232,2024-03-18,220.38,Fashion,11
1237,6,2024-10-07,203.16,Home,18
1238,324,2024-07-15,23.59,Home,8
1239,246,2024-08-27,212.41,Home,12
1240,105,2024-02-25,276.72,Beauty,6
1241,160,2024-01-23,148.03,Home,11
1242,310,2024-03-29,21.95,Electronics,15
1243,482,2024-03-12,253.7,Beauty,18
1244,449,2024-03-28,11.55,Home,1
1245,88,2024-12-11,285.49,Home,11
1246,446,2024-12-12,102.66,Fashion,1
1247,68,2024-04-16,73.01,Beauty,18
1248,188,2024-04-25,96.83,Fashion,5
1249,338,2024-12-30,88.65,Beauty,1
1250,18,2024-07-29,119.15,Home,11
1251,233,2024-11-04,252.15,Home,6
1252,152,2024-01-31,162.73,Home,13
1253,253,2024-07-14,99.35,Beauty,1
1254,460,2024-03-06,264.3,Electronics,11
1255,160,2024-11-09,268.99,Electronics,16
1256,38,2024-09-10,294.86,Electronics,6
1257,89,2024-12-11,243.51,Beauty,15
1258,205,2024-01-16,197.6,Beauty,13
1259,323,2024-09-01,135.82,Fitness,14
1260,262,2024-06-22,200.8,Fitness,12
1261,492,2024-05-10,43.02,Fitness,13
1262,219,2024-01-25,168.84,Fashion,6
1263,55,2024-08-17,221.48,Fashion,19
1264,172,2024-06-06,156.97,Fitness,13
1265,296,2024-08-20,108.45,Beauty,1
1266,87,2024-12-30,148.51,Home,11
1267,352,2024-08-21,169.41,Electronics,5
1268,492,2024-09-02,183.9,Electronics,12
1269,404,2024-01-10,81.36,Fashion,19
1270,475,2024-08-18,35.06,Beauty,6
1271,260,2024-10-22,99.12,Fitness,3
1272,237,2024-11-12,271.39,Fashion,17
1273,109,2024-02-25,271.79,Home,6
1274,294,2024-06-28,69.5,Electronics,1
1275,457,2024-12-09,109.92,Fashion,19
1276,19,2024-11-23,147.81,Beauty,10
1277,58,2024-11-27,189.6,Fitness,11
1278,66,2024-04-22,283.27,Fashion,1
1279,198,2024-02-01,132.56,Beauty,19
1280,113,2024-03-23,263.39,Electronics,
1281,442,2024-01-19,170.1,Fashion,15
1282,117,2024-12-12,73.06,Electronics,3
1283,210,2024-09-11,29.33,Electronics,13
